taxon	UniEuk id	author	rank	status	type	candidate	description	synonyms	alternative names	accessions	envo terms	locations	EukProt ID	reference
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Columellidia;'PS clade';'LDP lineage';Physarales;Physaraceae;Physarella;	UniEuk#169		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Columellidia;'PS clade';'LDP lineage';Physarales;Physaraceae;Physarum;	UniEuk#165		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Columellidia;'PS clade';'LDP lineage';Physarales;Protophysarum;	UniEuk#162		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Columellidia;'PS clade';'LDP lineage';Physarales;Pseudodidymium;	UniEuk#163		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Columellidia;'PS clade';'Stemonitis clade';	UniEuk#145													
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Columellidia;'PS clade';'Stemonitis clade';Macbrideola;	UniEuk#146		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Columellidia;'PS clade';'Stemonitis clade';Stemonitis;	UniEuk#147		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Columellidia;'PS clade';'Stemonitis clade';Stemonitopsis;	UniEuk#148		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Columellidia;'PS clade';'Stemonitis clade';Symphytocarpus;	UniEuk#149		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Columellidia;'PS clade';Meriderma;	UniEuk#138													
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Columellidia;'core echinosteliids';	UniEuk#133													
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Columellidia;'core echinosteliids';Barbeyella;	UniEuk#135		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Columellidia;'core echinosteliids';Echinostelium;	UniEuk#134		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Columellidia;'core echinosteliids';Semimorula;	UniEuk#136		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Columellidia;Clastoderma;	UniEuk#132		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Columellidia;Echinosteliopsis;	UniEuk#131		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Lucisporidia;	UniEuk#170	Cavalier-Smith 2013												
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Lucisporidia;'ALT lineage';	UniEuk#178													
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Lucisporidia;'ALT lineage';Arcyria;	UniEuk#179		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Lucisporidia;'ALT lineage';Dianemidae;	UniEuk#185		family											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Lucisporidia;'ALT lineage';Dianemidae;Calomyxa;	UniEuk#187		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Lucisporidia;'ALT lineage';Dianemidae;Dianema;	UniEuk#186		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Lucisporidia;'ALT lineage';Dictydiaethalium;	UniEuk#180		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Lucisporidia;'ALT lineage';Hemitrichia;	UniEuk#181		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Lucisporidia;'ALT lineage';Licea;	UniEuk#182		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Lucisporidia;'ALT lineage';Perichaena;	UniEuk#183		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Lucisporidia;'ALT lineage';Prototrichia;	UniEuk#184		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Lucisporidia;'ALT lineage';Trichiidae;	UniEuk#188		family											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Lucisporidia;'ALT lineage';Trichiidae;Cornuvia;	UniEuk#190		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Lucisporidia;'ALT lineage';Trichiidae;Metatrichia;	UniEuk#191		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Lucisporidia;'ALT lineage';Trichiidae;Oligonema;	UniEuk#192		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Lucisporidia;'ALT lineage';Trichiidae;Trichia;	UniEuk#189		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Lucisporidia;Cribrariidae;	UniEuk#171		family											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Lucisporidia;Cribrariidae;Cribraria;	UniEuk#172		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Lucisporidia;Cribrariidae;Lindbladia;	UniEuk#173		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Lucisporidia;Reticulariidae;	UniEuk#174		family											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Lucisporidia;Reticulariidae;Lycogala;	UniEuk#176		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Lucisporidia;Reticulariidae;Reticularia;	UniEuk#175		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Myxogastria;Lucisporidia;Reticulariidae;Tubifera;	UniEuk#177		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Protosporangiida;	UniEuk#193		order											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Protosporangiida;Ceratiomyxa;	UniEuk#194	Schroeter 1889	genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Protosporangiida;Protosporangiidae;	UniEuk#195		family											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Protosporangiida;Protosporangiidae;Clastostelium;	UniEuk#196		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Eumycetozoa;Protosporangiida;Protosporangiidae;Protosporangium;	UniEuk#197		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;	UniEuk#198	Cavalier-Smith et al. 2004	class											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;'AND16 lineage';	UniEuk#234		genus			true								
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;'Amb_18S_765 lineage';	UniEuk#236		genus			true								
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;'M1_18H06 lineage';	UniEuk#237		genus			true								
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;'MPE1-44 lineage';	UniEuk#238		genus			true								
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;'PRS2_4E_19 lineage';	UniEuk#239		genus			true								
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;'SAWY402 lineage';	UniEuk#240		genus			true								
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;'Union16-1-3 lineage';	UniEuk#235		genus			true								
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;'WIM1 lineage';	UniEuk#241		genus			true								
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;'WIM5 lineage';	UniEuk#242		genus			true								
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Acramoeba;	UniEuk#199		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Angulamoeba;	UniEuk#200	Berney, Bass & Geisen 2015	genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Arboramoeba;	UniEuk#201	Berney, Bass & Geisen 2015	genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Cavosteliida;	UniEuk#202		order											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Cavosteliida;'M71 lineage';	UniEuk#206		genus			true								
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Cavosteliida;Cavostelium;	UniEuk#203		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Cavosteliida;Schizoplasmodiopsis;	UniEuk#204		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Cavosteliida;Tychosporium;	UniEuk#205		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Dictyamoeba;	UniEuk#207	Berney, Bass & Geisen 2015	genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Filamoeba;	UniEuk#208	Page 1967	genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Flamellidae;	UniEuk#209	Cavalier-Smith 2016	family											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Flamellidae;'WIM80 lineage';	UniEuk#215		genus			true								
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Flamellidae;Flamella;	UniEuk#210	Schaeffer 1926	genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Flamellidae;Flamella;'Faegyptia clade';	UniEuk#211													
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Flamellidae;Flamella;'Fbalnearia clade';	UniEuk#212													
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Flamellidae;Flamella;'Fpleistocenica clade';	UniEuk#213													
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Flamellidae;Telaepolella;	UniEuk#214		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Heliamoeba;	UniEuk#216	Berney, Bass & Geisen 2015	genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Holomastigida;	UniEuk#217	Lauterborn 1895	order											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Holomastigida;Artodiscus;	UniEuk#218		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Holomastigida;Belonocystis;	UniEuk#219		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Holomastigida;Multicilia;	UniEuk#220		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Ischnamoebidae;	UniEuk#221		family											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Ischnamoebidae;Darbyshirella;	UniEuk#222	Berney, Bass & Geisen 2015	genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Ischnamoebidae;Ischnamoeba;	UniEuk#223	Berney, Bass & Geisen 2015	genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Phalansterium;	UniEuk#224	Cienkowski 1870	genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Protostelium;	UniEuk#225		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Schizoplasmodiidae;	UniEuk#226		family											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Schizoplasmodiidae;Ceratiomyxella;	UniEuk#227		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Schizoplasmodiidae;Nematostelium;	UniEuk#228		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Schizoplasmodiidae;Schizoplasmodium;	UniEuk#229		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Schoutedamoeba;	UniEuk#230	Van Vichelen et al. 2016	genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Soliformoviidae;	UniEuk#231	Lahr & Katz 2011	family											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Soliformoviidae;Grellamoeba;	UniEuk#232		genus											
Eukaryota;Amorphea;Amoebozoa;Evosea;Variosea;Soliformoviidae;Soliformovum;	UniEuk#233		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;	UniEuk#243	Smirnov et al. 2005	class											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Corycidia;	UniEuk#244	Kang et al. 2017	order											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Corycidia;Microcoryciidae;	UniEuk#245		family											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Corycidia;Microcoryciidae;Amphizonella;	UniEuk#246		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Corycidia;Microcoryciidae;Diplochlamys;	UniEuk#247		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Corycidia;Trichosphaerium;	UniEuk#248		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Echinamoebidia;	UniEuk#249	Cavalier-Smith 2004	order											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Echinamoebidia;Echinamoeba;	UniEuk#250		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Echinamoebidia;Echinamoeba;'Micriamoeba clade';	UniEuk#251													
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Echinamoebidia;Vermamoeba;	UniEuk#252		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;	UniEuk#253	Kang et al. 2017												
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;	UniEuk#254	Kent 1880	order											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';	UniEuk#263													
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Argynnia;	UniEuk#264		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Bullinularia;	UniEuk#265		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Centropyxis;	UniEuk#266		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;	UniEuk#275													
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;Alabasta;	UniEuk#276		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;Alocodera;	UniEuk#277		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;Apodera;	UniEuk#278		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;Certesella;	UniEuk#279		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;Cornutheca;	UniEuk#280		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;Gibbocarina;	UniEuk#281		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;Hyalosphenia;	UniEuk#282		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;Longinebela;	UniEuk#283		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;Mirabella;	UniEuk#284		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;Nebela;	UniEuk#285		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;Padaungiella;	UniEuk#286		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;Planocarina;	UniEuk#287		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;Porosia;	UniEuk#288		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Hyalospheniformes;Quadrulella;	UniEuk#289		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Longithecina;	UniEuk#272													
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Longithecina;Difflugia;	UniEuk#273		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Longithecina;Lesquereusia;	UniEuk#274		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Physochila;	UniEuk#267		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Sphaerothecina;	UniEuk#268													
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Sphaerothecina;Arcella;	UniEuk#269		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Sphaerothecina;Cyclopyxis;	UniEuk#271		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;'core arcellinids';Sphaerothecina;Netzelia;	UniEuk#270		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;Heleopera;	UniEuk#255		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;Organoconcha;	UniEuk#256													
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;Organoconcha;Microchlamys;	UniEuk#258		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;Organoconcha;Pyxidicula;	UniEuk#257		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;Organoconcha;Spumochlamys;	UniEuk#259		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;Phryganellina;	UniEuk#260													
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;Phryganellina;Cryptodifflugia;	UniEuk#262		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Arcellinida;Phryganellina;Phryganella;	UniEuk#261		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;	UniEuk#290	Smirnov et al. 2011	order											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'core euamoebids';	UniEuk#291													
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'core euamoebids';'ptolemebids';	UniEuk#302													
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'core euamoebids';'ptolemebids';Ptolemeba;	UniEuk#303		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'core euamoebids';Amoebidae;	UniEuk#292		family											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'core euamoebids';Amoebidae;Amoeba;	UniEuk#293		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'core euamoebids';Amoebidae;Chaos;	UniEuk#294		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'core euamoebids';Amoebidae;Deuteramoeba;	UniEuk#295		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'core euamoebids';Hartmannellidae;	UniEuk#296		family											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'core euamoebids';Hartmannellidae;Copromyxa;	UniEuk#298		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'core euamoebids';Hartmannellidae;Glaeseria;	UniEuk#299		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'core euamoebids';Hartmannellidae;Hartmannella;	UniEuk#297		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'core euamoebids';Hartmannellidae;Polychaos;	UniEuk#300		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'core euamoebids';Hartmannellidae;Saccamoeba;	UniEuk#301		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'nolandellids';	UniEuk#304													
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Euamoebida;'nolandellids';Nolandella;	UniEuk#305		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Leptomyxida;	UniEuk#306	Smirnov et al. 2017	order											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Leptomyxida;'FL lineage';	UniEuk#309													
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Leptomyxida;'FL lineage';Flabellula;	UniEuk#310		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Leptomyxida;'FL lineage';Flabellula;'Fcitata clade';	UniEuk#311													
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Leptomyxida;'FL lineage';Flabellula;'Ftrinovantica clade';	UniEuk#312													
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Leptomyxida;'FL lineage';Leptomyxa;	UniEuk#313		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Leptomyxida;Gephyramoeba;	UniEuk#307		genus											
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Elardia;Leptomyxida;Rhizamoeba;	UniEuk#308		genus											
Eukaryota;Amorphea;Obazoa;	UniEuk#317	Brown et al. 2013												
Eukaryota;Amorphea;Obazoa;Apusomonadida;	UniEuk#318	Karpov & Mylnikov 1989	order											
Eukaryota;Amorphea;Obazoa;Apusomonadida;'APU-01 lineage';	UniEuk#328		genus			true								
Eukaryota;Amorphea;Obazoa;Apusomonadida;'APU-02 lineage';	UniEuk#329		genus			true								
Eukaryota;Amorphea;Obazoa;Apusomonadida;'APU-04 lineage';	UniEuk#330		genus			true			Ivy8c lineage					
Eukaryota;Amorphea;Obazoa;Apusomonadida;'APU-06 lineage';	UniEuk#331		genus			true								
Eukaryota;Amorphea;Obazoa;Apusomonadida;'APU-09 lineage';	UniEuk#332		genus			true								
Eukaryota;Amorphea;Obazoa;Apusomonadida;'APU-16 lineage';	UniEuk#333		genus			true								
Eukaryota;Amorphea;Obazoa;Apusomonadida;'APU-17 lineage';	UniEuk#334		genus			true								
Eukaryota;Amorphea;Obazoa;Apusomonadida;'APU-19 lineage';	UniEuk#335		genus			true			CCAP-contam lineage					
Eukaryota;Amorphea;Obazoa;Apusomonadida;'APU-21 lineage';	UniEuk#336		genus			true			AF-17 lineage					
Eukaryota;Amorphea;Obazoa;Apusomonadida;'APU-22 lineage';	UniEuk#337		genus			true								
Eukaryota;Amorphea;Obazoa;Apusomonadida;'APU-23 lineage';	UniEuk#338		genus			true								
Eukaryota;Amorphea;Obazoa;Apusomonadida;Amastigomonas;	UniEuk#319		genus											
Eukaryota;Amorphea;Obazoa;Apusomonadida;Apusomonas;	UniEuk#320		genus						APU-27 lineage					
Eukaryota;Amorphea;Obazoa;Apusomonadida;Manchomonas;	UniEuk#321		genus						APU-24 lineage					
Eukaryota;Amorphea;Obazoa;Apusomonadida;Multimonas;	UniEuk#322		genus						APU-18 lineage					
Eukaryota;Amorphea;Obazoa;Apusomonadida;Podomonas;	UniEuk#323		genus						APU-13 lineage;APU-14 lineage					
Eukaryota;Amorphea;Obazoa;Apusomonadida;Thecamonadinae;	UniEuk#324								APU-30 lineage					
Eukaryota;Amorphea;Obazoa;Apusomonadida;Thecamonadinae;'Bamfield lineage';	UniEuk#327													
Eukaryota;Amorphea;Obazoa;Apusomonadida;Thecamonadinae;Chelonemonas;	UniEuk#325		genus											
Eukaryota;Amorphea;Obazoa;Apusomonadida;Thecamonadinae;Thecamonas;	UniEuk#326		genus											
